bwv,c,p,t,d
849,3,71,146688,384
849,4,59,146688,384
849,4,59,147072,384
849,1,73,147456,1536
849,2,65,147456,768
849,4,59,147456,384
849,3,73,147840,384
849,4,57,147840,192
849,4,56,148032,192
849,2,69,148224,768
849,3,78,148224,384
849,4,57,148224,192
849,5,49,148224,768
849,4,56,148416,192
849,3,78,148608,384
849,4,54,148608,192
849,4,52,148800,192
849,2,68,148992,384
849,3,78,148992,384
849,4,51,148992,768
849,5,48,148992,768
849,2,68,149376,384
849,3,76,149376,192
849,3,75,149568,192
849,2,73,149760,384
849,3,76,149760,768
849,5,52,149760,768
849,2,73,150144,384
849,4,56,150144,384
849,2,73,150528,384
849,3,78,150528,1344
849,4,63,150528,384
849,5,51,150528,1536
849,1,72,150912,384
849,2,72,150912,192
849,4,63,150912,384
849,2,70,151104,192
849,1,78,151296,384
849,2,72,151296,192
849,4,63,151296,384
849,2,73,151488,192
849,1,78,151680,384
849,2,75,151680,384
849,4,61,151680,192
849,3,80,151872,192
849,4,60,151872,192
849,1,78,152064,384
849,2,75,152064,384
849,3,81,152064,384
849,4,61,152064,1536
849,5,49,152064,384
849,1,76,152448,192
849,2,73,152448,192
849,3,80,152448,192
849,5,52,152448,384
849,1,75,152640,192
849,2,72,152640,192
849,3,78,152640,192
849,1,76,152832,384
849,2,73,152832,768
849,3,80,152832,384
849,5,57,152832,384
849,1,75,153216,192
849,3,78,153216,192
849,5,57,153216,384
849,1,73,153408,192
849,3,76,153408,192
849,1,75,153600,384
849,2,66,153600,768
849,3,75,153600,768
849,4,60,153600,768
849,5,57,153600,384
849,1,72,153984,384
849,5,56,153984,192
849,5,54,154176,192
849,1,73,154368,2304
849,2,68,154368,1536
849,3,76,154368,1536
849,4,64,154368,1152
849,5,52,154368,192
849,5,51,154560,192
849,5,49,154752,192
849,5,47,154944,192
849,5,46,155136,768
849,4,49,155520,384
849,2,66,155904,1152
849,3,75,155904,384
849,4,54,155904,384
849,5,45,155904,1152
849,3,73,156288,384
849,4,54,156288,384
849,1,72,156672,768
849,3,75,156672,384
849,4,54,156672,384
849,2,65,157056,192
849,4,53,157056,192
849,5,44,157056,192
849,2,66,157248,192
849,4,51,157248,192
849,5,42,157248,192
849,1,71,157440,768
849,2,68,157440,384
849,4,49,157440,1536
849,5,41,157440,768
849,2,68,157824,384
849,1,70,158208,768
849,2,68,158208,384
849,5,42,158208,1536
849,2,66,158592,192
849,3,73,158592,384
849,2,64,158784,192
849,1,69,158976,768
849,2,66,158976,384
849,3,75,158976,384
849,4,51,158976,1152
849,2,66,159360,384
849,3,73,159360,384
849,1,68,159744,1536
849,2,66,159744,384
849,3,72,159744,768
849,5,44,159744,6144
849,2,64,160128,192
849,4,51,160128,384
849,2,63,160320,192
849,2,64,160512,1152
849,3,73,160512,1536
849,4,56,160512,384
849,4,56,160896,384
849,1,70,161280,768
849,4,56,161280,384
849,2,66,161664,192
849,4,54,161664,192
849,2,68,161856,192
849,4,52,161856,192
849,1,72,162048,768
849,2,69,162048,384
849,3,75,162048,768
849,4,54,162048,384
849,2,68,162432,768
849,4,54,162432,384
849,1,73,162816,1536
849,3,73,162816,384
849,4,54,162816,384
849,2,64,163200,384
849,3,73,163200,384
849,4,52,163200,192
849,4,51,163392,192
849,2,69,163584,384
849,3,78,163584,384
849,4,52,163584,384
849,2,69,163968,384
849,3,78,163968,384
849,4,51,163968,192
849,4,49,164160,192
849,1,72,164352,768
849,2,69,164352,384
849,3,78,164352,384
849,4,51,164352,384
849,2,68,164736,192
849,3,76,164736,192
849,4,44,164736,384
849,2,66,164928,192
849,3,75,164928,192
849,1,76,165120,1536
849,2,68,165120,384
849,3,76,165120,384
849,4,49,165120,384
849,2,70,165504,192
849,3,78,165504,192
849,4,49,165504,384
849,2,72,165696,192
849,3,80,165696,192
849,2,73,165888,768
849,3,82,165888,768
849,4,49,165888,384
849,5,43,165888,1536
849,4,47,166272,192
849,4,46,166464,192
849,1,75,166656,384
849,2,70,166656,768
849,3,75,166656,1536
849,4,51,166656,960
849,1,73,167040,384
849,1,72,167424,768
849,2,68,167424,768
849,5,44,167424,3072
849,4,52,167616,192
849,4,54,167808,576
849,1,73,168192,1536
849,2,68,168192,3072
849,3,76,168192,768
849,4,52,168384,192
849,4,51,168576,192
849,4,49,168768,192
849,3,75,168960,1152
849,4,56,168960,1536
849,1,72,169728,768
849,3,76,170112,192
849,3,78,170304,192
849,1,73,170496,6144
849,3,77,170496,384
849,4,57,170496,1152
849,5,49,170496,6144
849,3,73,170880,1536
849,2,66,171264,768
849,4,56,171648,192
849,4,57,171840,192
849,2,65,172032,768
849,4,59,172032,384
849,3,73,172416,384
849,4,57,172416,384
849,2,69,172800,768
849,3,78,172800,384
849,4,56,172800,384
849,3,78,173184,384
849,4,54,173184,384
849,2,68,173568,3072
849,3,78,173568,768
849,4,61,173568,384
849,4,59,173952,192
849,4,57,174144,192
849,3,77,174336,384
849,4,56,174336,384
849,3,75,174720,384
849,4,54,174720,384
849,3,77,175104,1536
849,4,56,175104,1536
850,4,50,384,48
850,4,52,432,48
850,4,54,480,48
850,4,55,528,48
850,4,54,576,48
850,4,52,624,48
850,4,54,672,48
850,4,50,720,48
850,4,59,768,288
850,4,59,1056,96
850,4,57,1152,288
850,4,55,1440,96
850,4,54,1536,288
850,4,55,1824,96
850,3,57,1920,48
850,4,54,1920,288
850,3,59,1968,48
850,3,61,2016,48
850,3,62,2064,48
850,3,61,2112,48
850,3,59,2160,48
850,3,61,2208,48
850,4,52,2208,96
850,3,57,2256,48
850,3,66,2304,288
850,4,50,2304,384
850,3,66,2592,96
850,3,64,2688,288
850,4,52,2688,384
850,3,62,2976,96
850,3,61,3072,384
850,4,45,3072,288
850,4,52,3360,32
850,4,54,3392,32
850,4,55,3424,32
850,3,66,3456,288
850,4,57,3456,768
850,3,66,3744,96
850,3,59,3840,288
850,3,59,4128,32
850,3,61,4160,32
850,3,62,4192,32
850,3,64,4224,96
850,4,55,4224,672
850,3,62,4320,96
850,3,64,4416,96
850,3,61,4512,96
850,3,57,4608,384
850,4,54,4896,48
850,4,52,4944,48
850,2,62,4992,48
850,3,62,4992,768
850,4,54,4992,288
850,2,64,5040,48
850,2,66,5088,48
850,2,67,5136,48
850,2,66,5184,48
850,2,64,5232,48
850,2,66,5280,48
850,4,50,5280,96
850,2,62,5328,48
850,2,71,5376,288
850,4,55,5376,288
850,2,71,5664,96
850,4,52,5664,96
850,2,69,5760,288
850,3,61,5760,384
850,4,57,5760,288
850,2,67,6048,96
850,4,45,6048,96
850,2,66,6144,288
850,3,62,6144,384
850,4,50,6144,288
850,2,68,6432,96
850,4,52,6432,96
850,1,69,6528,48
850,2,69,6528,768
850,3,61,6528,384
850,4,54,6528,288
850,1,71,6576,48
850,1,73,6624,48
850,1,74,6672,48
850,1,73,6720,48
850,1,71,6768,48
850,1,73,6816,48
850,4,52,6816,96
850,1,69,6864,48
850,1,78,6912,288
850,3,59,6912,768
850,4,50,6912,288
850,1,78,7200,96
850,4,47,7200,96
850,1,76,7296,288
850,2,68,7296,384
850,4,52,7296,384
850,1,74,7584,96
850,1,73,7680,288
850,2,69,7680,384
850,3,57,7680,384
850,4,45,7680,384
850,1,76,7968,32
850,1,78,8000,32
850,1,79,8032,32
850,1,81,8064,288
850,2,73,8064,384
850,3,66,8064,48
850,3,67,8112,48
850,3,69,8160,48
850,3,71,8208,48
850,3,69,8256,48
850,3,67,8304,48
850,1,81,8352,96
850,3,69,8352,48
850,3,66,8400,48
850,1,81,8448,288
850,2,74,8448,384
850,3,71,8448,384
850,1,74,8736,32
850,1,76,8768,32
850,1,78,8800,32
850,1,79,8832,288
850,2,74,8832,384
850,3,64,8832,48
850,3,66,8880,48
850,3,67,8928,48
850,3,69,8976,48
850,3,67,9024,48
850,3,66,9072,48
850,1,79,9120,96
850,3,67,9120,48
850,3,64,9168,48
850,1,79,9216,384
850,2,73,9216,288
850,3,69,9216,384
850,2,76,9504,32
850,2,74,9536,32
850,2,73,9568,32
850,1,78,9600,288
850,2,74,9600,288
850,3,69,9600,288
850,4,38,9600,48
850,4,40,9648,48
850,4,42,9696,48
850,4,43,9744,48
850,4,42,9792,48
850,4,40,9840,48
850,1,76,9888,96
850,2,73,9888,96
850,3,67,9888,96
850,4,42,9888,48
850,4,38,9936,48
850,1,74,9984,288
850,2,71,9984,384
850,3,66,9984,288
850,4,47,9984,288
850,1,76,10272,96
850,3,67,10272,96
850,4,47,10272,96
850,1,73,10368,288
850,2,64,10368,384
850,3,69,10368,384
850,4,45,10368,288
850,1,73,10656,96
850,4,43,10656,96
850,1,73,10752,384
850,2,69,10752,384
850,3,62,10752,384
850,4,42,10752,288
850,4,50,11040,32
850,4,52,11072,32
850,4,54,11104,32
850,1,71,11136,48
850,2,71,11136,768
850,3,62,11136,384
850,4,55,11136,288
850,1,73,11184,48
850,1,74,11232,48
850,1,76,11280,48
850,1,74,11328,48
850,1,73,11376,48
850,1,74,11424,48
850,4,54,11424,96
850,1,71,11472,48
850,1,79,11520,288
850,3,61,11520,768
850,4,52,11520,288
850,1,79,11808,96
850,4,49,11808,96
850,1,78,11904,288
850,2,70,11904,384
850,4,54,11904,384
850,1,76,12192,96
850,1,74,12288,384
850,2,71,12288,384
850,3,59,12288,384
850,4,47,12288,48
850,4,49,12336,48
850,4,50,12384,48
850,4,52,12432,48
850,4,50,12480,48
850,4,49,12528,48
850,4,50,12576,48
850,4,47,12624,48
850,1,83,12672,96
850,4,56,12672,192
850,1,81,12768,96
850,1,83,12864,96
850,1,80,12960,96
850,1,80,13056,96
850,2,74,13056,288
850,3,71,13056,288
850,1,78,13152,96
850,1,80,13248,96
850,1,76,13344,96
850,2,71,13344,96
850,3,68,13344,96
850,1,76,13440,96
850,2,71,13440,288
850,3,68,13440,288
850,1,74,13536,96
850,1,76,13632,96
850,1,73,13728,74
850,2,69,13728,96
850,3,64,13728,96
850,1,74,13802,21
850,1,73,13824,384
850,2,69,13824,384
850,3,64,13824,384
850,4,45,13824,48
850,4,47,13872,48
850,4,49,13920,48
850,4,50,13968,48
850,4,49,14016,48
850,4,47,14064,48
850,4,49,14112,48
850,4,45,14160,48
850,1,81,14208,96
850,4,54,14208,192
850,1,79,14304,96
850,1,81,14400,96
850,1,78,14496,96
850,1,78,14592,96
850,2,72,14592,288
850,3,69,14592,288
850,1,76,14688,96
850,1,78,14784,96
850,1,74,14880,96
850,2,69,14880,96
850,3,66,14880,96
850,1,74,14976,96
850,2,69,14976,288
850,3,66,14976,288
850,1,72,15072,96
850,1,74,15168,96
850,1,71,15264,96
850,2,67,15264,96
850,3,62,15264,96
850,1,71,15360,384
850,2,67,15360,384
850,3,62,15360,384
850,4,43,15360,48
850,4,45,15408,48
850,4,47,15456,48
850,4,48,15504,48
850,4,47,15552,48
850,4,45,15600,48
850,4,47,15648,48
850,4,43,15696,48
850,1,67,15744,48
850,4,52,15744,288
850,1,69,15792,48
850,1,71,15840,48
850,1,72,15888,48
850,1,71,15936,48
850,1,69,15984,48
850,1,71,16032,48
850,4,50,16032,96
850,1,67,16080,48
850,1,76,16128,288
850,4,48,16128,384
850,1,76,16416,96
850,1,74,16512,288
850,4,50,16512,384
850,1,72,16800,96
850,1,71,16896,288
850,4,55,16896,288
850,1,73,17184,96
850,4,57,17184,96
850,1,74,17280,768
850,2,62,17280,48
850,4,59,17280,288
850,2,64,17328,48
850,2,66,17376,48
850,2,67,17424,48
850,2,66,17472,48
850,2,64,17520,48
850,2,66,17568,48
850,4,57,17568,96
850,2,62,17616,48
850,2,71,17664,288
850,4,55,17664,288
850,2,71,17952,96
850,4,52,17952,96
850,1,73,18048,384
850,2,69,18048,288
850,4,57,18048,288
850,2,67,18336,96
850,4,45,18336,96
850,1,74,18432,384
850,2,66,18432,288
850,4,47,18432,48
850,4,49,18480,48
850,4,50,18528,48
850,4,52,18576,48
850,4,50,18624,48
850,4,49,18672,48
850,2,69,18720,96
850,4,50,18720,48
850,4,47,18768,48
850,1,74,18816,48
850,2,74,18816,768
850,4,59,18816,288
850,1,76,18864,48
850,1,78,18912,48
850,1,79,18960,48
850,1,78,19008,48
850,1,76,19056,48
850,1,78,19104,48
850,4,57,19104,96
850,1,74,19152,48
850,1,83,19200,288
850,4,55,19200,288
850,1,83,19488,96
850,4,52,19488,96
850,1,81,19584,288
850,2,72,19584,768
850,4,57,19584,288
850,1,79,19872,96
850,4,45,19872,96
850,1,78,19968,288
850,4,50,19968,384
850,1,74,20256,32
850,1,76,20288,32
850,1,78,20320,32
850,1,79,20352,288
850,2,71,20352,384
850,3,55,20352,48
850,4,52,20352,384
850,3,57,20400,48
850,3,59,20448,48
850,3,60,20496,48
850,3,59,20544,48
850,3,57,20592,48
850,1,79,20640,96
850,3,59,20640,48
850,3,55,20688,48
850,1,79,20736,288
850,2,69,20736,768
850,3,64,20736,288
850,4,60,20736,288
850,1,81,21024,96
850,3,64,21024,96
850,4,57,21024,96
850,1,78,21120,288
850,3,62,21120,288
850,4,62,21120,288
850,1,78,21408,96
850,3,60,21408,96
850,4,50,21408,96
850,1,78,21504,288
850,2,67,21504,384
850,3,59,21504,384
850,4,55,21504,384
850,1,76,21792,48
850,1,75,21840,48
850,1,76,21888,672
850,2,71,21888,384
850,3,67,21888,384
850,4,40,21888,48
850,4,42,21936,48
850,4,43,21984,48
850,4,45,22032,48
850,4,43,22080,48
850,4,42,22128,48
850,4,43,22176,48
850,4,40,22224,48
850,2,69,22272,1152
850,3,66,22272,1152
850,4,48,22272,288
850,1,75,22560,96
850,4,48,22560,96
850,1,76,22656,288
850,4,47,22656,288
850,1,78,22944,96
850,4,45,22944,96
850,1,71,23040,288
850,4,43,23040,288
850,1,72,23328,48
850,4,42,23328,96
850,1,69,23376,48
850,1,71,23424,288
850,2,67,23424,288
850,3,64,23424,288
850,4,43,23424,288
850,1,72,23712,96
850,2,64,23712,96
850,3,54,23712,96
850,4,45,23712,96
850,1,67,23808,384
850,2,64,23808,384
850,3,55,23808,288
850,4,47,23808,768
850,3,57,24096,96
850,1,66,24192,384
850,2,63,24192,384
850,3,59,24192,288
850,3,57,24480,96
850,1,64,24576,48
850,2,64,24576,384
850,3,55,24576,384
850,4,52,24576,384
850,1,66,24624,48
850,1,67,24672,48
850,1,69,24720,48
850,1,67,24768,48
850,1,66,24816,48
850,1,67,24864,48
850,1,64,24912,48
850,1,79,24960,192
850,4,59,24960,96
850,4,57,25056,96
850,4,59,25152,96
850,4,55,25248,96
850,2,64,25344,288
850,3,59,25344,288
850,4,55,25344,96
850,4,54,25440,96
850,4,55,25536,96
850,2,61,25632,96
850,3,55,25632,96
850,4,52,25632,96
850,2,61,25728,288
850,3,55,25728,288
850,4,52,25728,96
850,4,50,25824,96
850,4,52,25920,96
850,2,57,26016,96
850,3,52,26016,96
850,4,49,26016,96
850,1,69,26112,48
850,2,57,26112,384
850,3,52,26112,384
850,4,49,26112,384
850,1,71,26160,48
850,1,73,26208,48
850,1,74,26256,48
850,1,73,26304,48
850,1,71,26352,48
850,1,73,26400,48
850,1,69,26448,48
850,1,78,26496,192
850,4,57,26496,96
850,4,55,26592,96
850,4,57,26688,96
850,4,54,26784,96
850,2,62,26880,288
850,3,57,26880,288
850,4,54,26880,96
850,4,52,26976,96
850,4,54,27072,96
850,2,59,27168,96
850,3,54,27168,96
850,4,50,27168,96
850,2,59,27264,288
850,3,54,27264,288
850,4,50,27264,96
850,4,49,27360,96
850,4,50,27456,96
850,2,55,27552,96
850,3,50,27552,96
850,4,47,27552,96
850,1,67,27648,48
850,2,55,27648,384
850,3,50,27648,384
850,4,47,27648,384
850,1,69,27696,48
850,1,71,27744,48
850,1,72,27792,48
850,1,71,27840,48
850,1,69,27888,48
850,1,71,27936,48
850,1,67,27984,48
850,1,76,28032,192
850,4,55,28032,96
850,4,54,28128,96
850,4,55,28224,96
850,4,52,28320,96
850,2,60,28416,288
850,3,55,28416,288
850,4,52,28416,96
850,4,50,28512,96
850,4,52,28608,96
850,2,57,28704,96
850,3,52,28704,96
850,4,49,28704,96
850,2,57,28800,288
850,3,52,28800,288
850,4,49,28800,96
850,4,47,28896,96
850,4,49,28992,96
850,2,54,29088,96
850,3,49,29088,96
850,4,45,29088,96
850,1,66,29184,48
850,2,54,29184,384
850,3,49,29184,384
850,4,45,29184,384
850,1,67,29232,48
850,1,69,29280,48
850,1,71,29328,48
850,1,69,29376,48
850,1,67,29424,48
850,1,69,29472,48
850,1,66,29520,48
850,1,74,29568,288
850,2,59,29568,48
850,2,61,29616,48
850,2,62,29664,48
850,2,64,29712,48
850,2,62,29760,48
850,2,61,29808,48
850,1,74,29856,96
850,2,62,29856,48
850,2,59,29904,48
850,1,74,29952,288
850,2,67,29952,768
850,4,52,29952,48
850,4,54,30000,48
850,4,55,30048,48
850,4,57,30096,48
850,4,55,30144,48
850,4,54,30192,48
850,1,76,30240,96
850,4,55,30240,48
850,4,52,30288,48
850,1,73,30336,288
850,3,57,30336,48
850,4,57,30336,384
850,3,59,30384,48
850,3,61,30432,48
850,3,62,30480,48
850,3,61,30528,48
850,3,59,30576,48
850,1,74,30624,48
850,3,61,30624,48
850,1,76,30672,48
850,3,57,30672,48
850,1,78,30720,384
850,2,66,30720,384
850,3,62,30720,384
850,4,50,30720,48
850,4,52,30768,48
850,4,54,30816,48
850,4,55,30864,48
850,4,54,30912,48
850,4,52,30960,48
850,4,54,31008,48
850,4,50,31056,48
850,1,83,31104,96
850,4,55,31104,192
850,1,81,31200,96
850,1,83,31296,96
850,1,79,31392,96
850,1,79,31488,96
850,2,74,31488,288
850,3,71,31488,288
850,1,78,31584,96
850,1,79,31680,96
850,1,76,31776,96
850,2,71,31776,96
850,3,67,31776,96
850,1,76,31872,96
850,2,71,31872,288
850,3,67,31872,288
850,1,74,31968,96
850,1,76,32064,96
850,1,73,32160,96
850,2,69,32160,96
850,3,64,32160,96
850,1,73,32256,384
850,2,69,32256,384
850,3,64,32256,384
850,4,43,32256,384
850,4,55,32256,384
850,1,74,32640,288
850,2,69,32640,288
850,3,66,32640,288
850,4,54,32640,48
850,4,55,32688,48
850,4,57,32736,48
850,4,55,32784,48
850,4,54,32832,48
850,4,52,32880,48
850,1,74,32928,96
850,2,69,32928,96
850,3,66,32928,96
850,4,50,32928,48
850,4,49,32976,48
850,1,74,33024,288
850,2,71,33024,288
850,3,67,33024,288
850,4,47,33024,48
850,4,49,33072,48
850,4,50,33120,48
850,4,49,33168,48
850,4,47,33216,48
850,4,45,33264,48
850,1,76,33312,96
850,2,71,33312,96
850,3,67,33312,96
850,4,47,33312,48
850,4,43,33360,48
850,1,73,33408,288
850,2,69,33408,384
850,3,64,33408,384
850,4,45,33408,288
850,1,74,33696,96
850,4,45,33696,96
850,1,74,33792,384
850,2,69,33792,384
850,3,66,33792,384
850,4,38,33792,288
850,4,50,34080,32
850,4,52,34112,32
850,4,54,34144,32
850,1,71,34176,48
850,4,55,34176,384
850,1,73,34224,48
850,1,74,34272,48
850,1,76,34320,48
850,1,74,34368,48
850,1,73,34416,48
850,1,74,34464,48
850,1,71,34512,48
850,1,76,34560,384
850,2,71,34560,384
850,3,64,34560,384
850,4,49,34560,48
850,4,50,34608,48
850,4,52,34656,48
850,4,54,34704,48
850,4,52,34752,48
850,4,50,34800,48
850,4,52,34848,48
850,4,49,34896,48
850,1,69,34944,48
850,4,54,34944,384
850,1,71,34992,48
850,1,73,35040,48
850,1,74,35088,48
850,1,73,35136,48
850,1,71,35184,48
850,1,73,35232,48
850,1,69,35280,48
850,1,74,35328,384
850,2,69,35328,384
850,3,62,35328,384
850,4,47,35328,48
850,4,49,35376,48
850,4,50,35424,48
850,4,52,35472,48
850,4,50,35520,48
850,4,49,35568,48
850,4,50,35616,48
850,4,47,35664,48
850,1,67,35712,48
850,4,52,35712,48
850,1,69,35760,48
850,4,54,35760,48
850,1,71,35808,48
850,4,55,35808,48
850,1,72,35856,48
850,4,57,35856,48
850,1,71,35904,48
850,4,55,35904,48
850,1,69,35952,48
850,4,54,35952,48
850,1,71,36000,48
850,4,55,36000,48
850,1,67,36048,48
850,4,52,36048,48
850,1,73,36096,48
850,4,57,36096,48
850,1,74,36144,48
850,4,59,36144,48
850,1,76,36192,48
850,4,61,36192,48
850,1,78,36240,48
850,4,62,36240,48
850,1,76,36288,48
850,4,61,36288,48
850,1,74,36336,48
850,4,59,36336,48
850,1,76,36384,48
850,4,61,36384,48
850,1,73,36432,48
850,4,57,36432,48
850,1,78,36480,48
850,4,62,36480,48
850,1,79,36528,48
850,4,64,36528,48
850,1,81,36576,48
850,4,66,36576,48
850,1,83,36624,48
850,4,67,36624,48
850,1,81,36672,48
850,4,66,36672,48
850,1,79,36720,48
850,4,64,36720,48
850,1,81,36768,48
850,4,66,36768,48
850,1,78,36816,48
850,4,62,36816,48
850,1,83,36864,288
850,4,67,36864,288
850,1,73,37152,96
850,2,69,37152,96
850,3,64,37152,96
850,4,55,37152,96
850,1,74,37248,288
850,2,69,37248,288
850,3,66,37248,288
850,4,54,37248,288
850,1,76,37536,96
850,2,73,37536,96
850,3,67,37536,96
850,4,52,37536,96
850,1,78,37632,288
850,2,74,37632,288
850,3,69,37632,288
850,4,50,37632,288
850,1,66,37920,96
850,2,62,37920,96
850,3,57,37920,96
850,4,48,37920,96
850,1,67,38016,288
850,2,62,38016,288
850,3,59,38016,288
850,4,47,38016,288
850,1,69,38304,96
850,2,66,38304,96
850,3,60,38304,96
850,4,45,38304,96
850,1,71,38400,288
850,2,67,38400,288
850,3,62,38400,288
850,4,43,38400,288
850,1,71,38688,96
850,2,62,38688,96
850,3,67,38688,96
850,4,42,38688,96
850,1,73,38784,288
850,2,64,38784,288
850,3,67,38784,288
850,4,40,38784,288
850,1,74,39072,96
850,2,66,39072,96
850,3,69,39072,96
850,4,38,39072,96
850,1,66,39168,384
850,2,62,39168,384
850,3,57,39168,384
850,4,45,39168,768
850,1,64,39552,384
850,2,61,39552,384
850,3,55,39552,384
850,1,62,39936,1536
850,2,57,39936,1536
850,3,54,39936,1536
850,4,38,39936,1536
851,1,62,192,192
851,1,64,384,192
851,1,65,576,192
851,1,67,768,192
851,1,64,960,192
851,1,65,1152,96
851,1,62,1248,96
851,1,61,1344,96
851,1,62,1440,96
851,1,70,1536,192
851,1,67,1920,384
851,1,69,2304,480
851,2,57,2496,192
851,2,59,2688,192
851,1,67,2784,96
851,1,65,2880,96
851,2,60,2880,192
851,1,64,2976,96
851,1,67,3072,96
851,2,62,3072,192
851,1,65,3168,96
851,1,64,3264,96
851,2,59,3264,192
851,1,62,3360,96
851,1,64,3456,192
851,2,60,3456,96
851,2,57,3552,96
851,1,72,3648,288
851,2,56,3648,96
851,2,57,3744,96
851,2,65,3840,192
851,1,71,3936,96
851,1,69,4032,96
851,1,71,4128,96
851,1,71,4224,96
851,2,62,4224,384
851,1,69,4320,96
851,1,68,4416,96
851,1,69,4512,96
851,1,69,4608,96
851,2,64,4608,480
851,1,67,4704,96
851,1,66,4800,96
851,1,67,4896,96
851,1,76,4992,192
851,2,62,5088,96
851,2,61,5184,96
851,2,59,5280,96
851,1,67,5376,384
851,2,62,5376,96
851,2,61,5472,96
851,2,59,5568,96
851,2,57,5664,96
851,1,65,5760,192
851,2,62,5760,384
851,1,74,5952,288
851,3,50,5952,192
851,3,52,6144,192
851,1,72,6240,96
851,1,70,6336,96
851,3,53,6336,192
851,1,69,6432,96
851,1,72,6528,96
851,3,55,6528,192
851,1,70,6624,96
851,1,69,6720,96
851,3,52,6720,192
851,1,67,6816,96
851,1,69,6912,384
851,3,53,6912,96
851,3,50,7008,96
851,2,65,7104,288
851,3,49,7104,96
851,3,50,7200,96
851,1,67,7296,960
851,3,58,7296,192
851,2,64,7392,96
851,2,62,7488,96
851,2,64,7584,96
851,2,64,7680,96
851,3,55,7680,384
851,2,62,7776,96
851,2,61,7872,96
851,2,62,7968,96
851,2,61,8064,384
851,3,57,8064,480
851,1,64,8256,192
851,1,65,8448,192
851,2,62,8448,192
851,3,55,8544,96
851,1,67,8640,192
851,2,64,8640,192
851,3,53,8640,96
851,3,52,8736,96
851,1,69,8832,192
851,2,61,8832,192
851,3,55,8832,96
851,3,53,8928,96
851,1,65,9024,192
851,2,62,9024,192
851,3,52,9024,96
851,3,50,9120,96
851,1,70,9216,96
851,2,63,9216,192
851,3,55,9216,192
851,1,67,9312,96
851,1,66,9408,96
851,2,62,9408,192
851,3,58,9408,288
851,1,67,9504,96
851,1,75,9600,192
851,2,67,9600,384
851,3,57,9696,96
851,3,55,9792,96
851,3,57,9888,96
851,1,73,9984,384
851,2,64,9984,384
851,3,57,9984,96
851,3,55,10080,96
851,3,53,10176,96
851,3,55,10272,96
851,1,74,10368,384
851,3,55,10368,96
851,2,69,10464,96
851,3,53,10464,96
851,2,67,10560,96
851,3,52,10560,96
851,2,69,10656,96
851,3,53,10656,96
851,1,74,10752,192
851,2,65,10752,384
851,3,57,10752,96
851,3,55,10848,96
851,3,53,10944,96
851,3,55,11040,96
851,1,71,11136,384
851,2,62,11136,384
851,3,55,11136,96
851,3,53,11232,96
851,3,52,11328,96
851,3,53,11424,96
851,1,72,11520,384
851,3,53,11520,96
851,2,67,11616,96
851,3,52,11616,96
851,2,65,11712,96
851,3,50,11712,96
851,2,67,11808,96
851,3,52,11808,96
851,1,72,11904,192
851,2,63,11904,384
851,3,55,11904,96
851,3,53,12000,96
851,3,51,12096,96
851,3,53,12192,96
851,1,69,12288,384
851,2,60,12288,384
851,3,53,12288,96
851,3,51,12384,96
851,3,50,12480,96
851,3,51,12576,96
851,1,70,12672,1344
851,3,51,12672,96
851,3,50,12768,96
851,2,69,12864,192
851,3,49,12864,96
851,3,50,12960,96
851,2,67,13056,192
851,3,58,13056,192
851,2,65,13248,192
851,2,64,13440,192
851,3,55,13440,384
851,2,67,13632,192
851,2,61,13824,384
851,3,57,13824,480
851,1,69,14016,192
851,1,71,14208,192
851,2,62,14208,192
851,3,55,14304,96
851,1,73,14400,192
851,2,64,14400,192
851,3,53,14400,96
851,3,52,14496,96
851,1,74,14592,192
851,2,57,14592,384
851,3,55,14592,96
851,3,53,14688,96
851,1,71,14784,192
851,3,52,14784,96
851,3,50,14880,96
851,1,73,14976,96
851,3,52,14976,192
851,1,69,15072,96
851,1,68,15168,96
851,2,64,15168,192
851,3,49,15168,192
851,1,69,15264,96
851,1,77,15360,192
851,2,62,15360,192
851,3,50,15360,192
851,2,61,15552,192
851,3,52,15552,192
851,1,74,15744,384
851,2,59,15744,192
851,3,53,15744,192
851,2,62,15936,192
851,3,50,15936,192
851,1,76,16128,192
851,2,61,16128,96
851,3,57,16128,384
851,2,64,16224,96
851,1,81,16320,288
851,2,65,16320,96
851,2,64,16416,96
851,2,57,16512,192
851,3,54,16512,192
851,1,79,16608,96
851,1,78,16704,96
851,3,52,16704,192
851,1,76,16800,96
851,1,79,16896,96
851,2,60,16896,384
851,3,50,16896,192
851,1,78,16992,96
851,1,76,17088,96
851,3,54,17088,192
851,1,74,17184,96
851,1,75,17280,96
851,2,58,17280,96
851,3,55,17280,384
851,1,84,17376,96
851,2,62,17376,96
851,1,82,17472,192
851,2,63,17472,96
851,2,62,17568,96
851,2,59,17664,384
851,3,56,17664,192
851,1,81,17760,96
851,1,80,17856,96
851,3,54,17856,192
851,1,78,17952,96
851,1,81,18048,96
851,2,64,18048,576
851,3,52,18048,192
851,1,80,18144,96
851,1,78,18240,96
851,3,56,18240,192
851,1,76,18336,96
851,1,74,18432,96
851,3,57,18432,192
851,1,72,18528,96
851,1,71,18624,96
851,3,45,18624,192
851,1,72,18720,96
851,1,72,18816,96
851,3,47,18816,192
851,1,71,18912,96
851,1,69,19008,96
851,3,48,19008,192
851,1,71,19104,96
851,1,71,19200,96
851,3,50,19200,192
