bwv,c,p,t,d
890,3,52,23616,192
890,1,69,23808,192
890,3,53,23808,192
890,1,72,24000,192
890,3,48,24000,192
890,1,77,24192,3072
890,3,45,24192,192
890,2,70,24384,192
890,3,50,24384,192
890,2,69,24576,192
890,3,48,24576,192
890,2,67,24768,192
890,3,46,24768,192
890,2,69,24960,192
890,3,48,24960,192
890,2,65,25152,192
890,3,45,25152,192
890,2,75,25344,192
890,3,41,25344,192
890,2,74,25536,192
890,3,46,25536,192
890,2,74,25728,192
890,3,46,25728,192
890,2,72,25920,192
890,3,45,25920,192
890,2,72,26112,192
890,3,45,26112,192
890,2,70,26304,192
890,3,43,26304,192
890,2,70,26496,192
890,3,43,26496,192
890,2,69,26688,192
890,3,48,26688,192
890,2,69,26880,192
890,3,48,26880,192
890,2,67,27072,192
890,3,46,27072,192
890,1,75,27264,576
890,2,67,27264,192
890,3,46,27264,192
890,2,65,27456,192
890,3,45,27456,192
890,2,65,27648,1152
890,3,45,27648,384
890,1,75,27840,192
890,1,74,28032,192
890,3,46,28032,1152
890,1,72,28224,192
890,1,74,28416,192
890,1,70,28608,192
890,1,67,28800,192
890,2,64,28800,384
890,1,74,28992,192
890,1,72,29184,192
890,2,63,29184,768
890,3,45,29184,768
890,1,70,29376,192
890,1,72,29568,192
890,1,69,29760,192
890,1,65,29952,384
890,2,62,29952,384
890,3,46,29952,192
890,3,57,30144,192
890,1,70,30336,1152
890,2,61,30336,384
890,3,55,30336,192
890,3,53,30528,192
890,2,58,30720,384
890,3,55,30720,192
890,3,52,30912,192
890,2,64,31104,384
890,3,48,31104,192
890,3,55,31296,192
890,1,69,31488,384
890,2,65,31488,384
890,3,53,31488,192
890,3,52,31680,192
890,3,53,31872,192
890,3,50,32064,192
890,3,47,32256,384
890,2,68,32448,192
890,2,68,32640,192
890,3,47,32640,384
890,2,67,32832,192
890,2,67,33024,192
890,3,47,33024,384
890,2,65,33216,192
890,2,64,33408,1152
890,3,46,33408,384
890,1,74,33600,192
890,1,72,33792,192
890,3,46,33792,384
890,1,70,33984,192
890,1,72,34176,192
890,3,46,34176,384
890,1,69,34368,192
890,1,65,34560,192
890,2,65,34560,384
890,3,45,34560,384
890,1,69,34752,384
890,2,62,34944,384
890,3,46,34944,384
890,1,67,35136,192
890,1,65,35328,192
890,2,55,35328,384
890,3,48,35328,384
890,1,64,35520,192
890,1,65,35712,192
890,2,57,35712,192
890,3,41,35712,384
890,2,67,35904,192
890,2,65,36096,192
890,2,64,36288,192
890,2,65,36480,192
890,2,60,36672,192
890,2,57,36864,192
890,2,62,37056,192
890,1,60,37248,192
890,2,60,37248,192
890,3,45,37248,768
890,1,62,37440,192
890,2,58,37440,192
890,1,63,37632,768
890,2,60,37632,192
890,2,57,37824,192
890,2,53,38016,192
890,3,46,38016,1152
890,2,58,38208,192
890,1,62,38400,192
890,2,58,38400,192
890,1,64,38592,192
890,2,57,38592,192
890,1,65,38784,768
890,2,57,38784,192
890,2,55,38976,192
890,2,55,39168,192
890,3,48,39168,1152
890,2,60,39360,192
890,1,64,39552,192
890,2,60,39552,192
890,1,65,39744,192
890,2,58,39744,192
890,1,67,39936,576
890,2,58,39936,192
890,2,57,40128,192
890,2,57,40320,384
890,3,41,40320,192
890,1,65,40512,192
890,3,53,40512,192
890,1,67,40704,384
890,2,58,40704,384
890,3,53,40704,192
890,3,51,40896,192
890,1,69,41088,288
890,2,60,41088,576
890,3,51,41088,192
890,3,50,41280,192
890,1,70,41376,48
890,1,72,41424,48
890,1,65,41472,384
890,3,50,41472,384
890,2,58,41664,192
890,1,63,41856,384
890,2,58,41856,192
890,3,48,41856,384
890,2,56,42048,192
890,1,62,42240,384
890,2,56,42240,192
890,3,46,42240,384
890,2,55,42432,192
890,1,63,42624,384
890,2,55,42624,384
890,3,39,42624,192
890,3,51,42816,192
890,1,60,43008,384
890,2,57,43008,384
890,3,51,43008,192
890,3,50,43200,192
890,1,62,43392,384
890,2,58,43392,576
890,3,50,43392,192
890,3,48,43584,192
890,1,63,43776,384
890,3,48,43776,192
890,2,57,43968,192
890,3,53,43968,192
890,1,62,44160,384
890,2,57,44160,192
890,3,53,44160,192
890,2,55,44352,192
890,3,51,44352,192
890,1,60,44544,576
890,2,55,44544,192
890,3,51,44544,192
890,2,53,44736,192
890,3,50,44736,192
890,2,53,44928,384
890,3,50,44928,192
890,1,84,45120,192
890,3,51,45120,192
890,1,82,45312,192
890,3,50,45312,192
890,1,81,45504,192
890,3,48,45504,192
890,1,82,45696,192
890,3,50,45696,192
890,1,77,45888,192
890,3,53,45888,192
890,1,74,46080,192
890,3,58,46080,384
890,1,79,46272,192
890,1,77,46464,192
890,2,65,46464,768
890,3,46,46464,192
890,1,75,46656,192
890,3,48,46656,192
890,1,77,46848,192
890,3,50,46848,768
890,1,74,47040,192
890,1,70,47232,192
890,2,67,47232,1152
890,1,75,47424,192
890,1,75,47616,192
890,3,48,47616,192
890,1,74,47808,192
890,3,50,47808,192
890,1,74,48000,192
890,3,51,48000,768
890,1,72,48192,192
890,1,72,48384,192
890,2,69,48384,1152
890,1,77,48576,192
890,1,77,48768,192
890,3,50,48768,192
890,1,75,48960,192
890,3,51,48960,192
890,1,75,49152,192
890,3,53,49152,576
890,1,74,49344,192
890,1,74,49536,1344
890,2,62,49536,192
890,2,72,49728,192
890,3,50,49728,192
890,2,70,49920,192
890,3,52,49920,192
890,2,69,50112,192
890,3,54,50112,192
890,2,70,50304,192
890,3,55,50304,576
890,2,67,50496,192
890,2,63,50688,1344
890,1,74,50880,192
